Level,vendorCode,vendorName,deviceCode,deviceName,subvendorCode,subvendorName
"2","8086","Intel Corporation","0f41","Atom Processor Z36xxx/Z37xxx Series LPIO2 I2C Controller #1","N/A","N/A"
"2","8086","Intel Corporation","0f42","Atom Processor Z36xxx/Z37xxx Series LPIO2 I2C Controller #2","N/A","N/A"
"2","8086","Intel Corporation","0f43","Atom Processor Z36xxx/Z37xxx Series LPIO2 I2C Controller #3","N/A","N/A"
"2","8086","Intel Corporation","0f44","Atom Processor Z36xxx/Z37xxx Series LPIO2 I2C Controller #4","N/A","N/A"
"2","8086","Intel Corporation","0f45","Atom Processor Z36xxx/Z37xxx Series LPIO2 I2C Controller #5","N/A","N/A"
"2","8086","Intel Corporation","0f46","Atom Processor Z36xxx/Z37xxx Series LPIO2 I2C Controller #6","N/A","N/A"
"2","8086","Intel Corporation","0f47","Atom Processor Z36xxx/Z37xxx Series LPIO2 I2C Controller #7","N/A","N/A"
"2","8086","Intel Corporation","0f48","Atom Processor E3800 Series PCI Express Root Port 1","N/A","N/A"
"2","8086","Intel Corporation","0f4a","Atom Processor E3800 Series PCI Express Root Port 2","N/A","N/A"
"2","8086","Intel Corporation","0f4c","Atom Processor E3800 Series PCI Express Root Port 3","N/A","N/A"
"2","8086","Intel Corporation","0f4e","Atom Processor E3800 Series PCI Express Root Port 4","N/A","N/A"
"2","8086","Intel Corporation","0f50","Atom Processor E3800 Series eMMC 4.5 Controller","N/A","N/A"
"2","8086","Intel Corporation","1000","82542 Gigabit Ethernet Controller (Fiber)","N/A","N/A"
"3","8086","Intel Corporation","1000","82542 Gigabit Ethernet Controller (Fiber)","0e11 b0df","NC6132 Gigabit Ethernet Adapter (1000-SX)"
"3","8086","Intel Corporation","1000","82542 Gigabit Ethernet Controller (Fiber)","0e11 b0e0","NC6133 Gigabit Ethernet Adapter (1000-LX)"
"3","8086","Intel Corporation","1000","82542 Gigabit Ethernet Controller (Fiber)","0e11 b123","NC6134 Gigabit Ethernet Adapter (1000-LX)"
"3","8086","Intel Corporation","1000","82542 Gigabit Ethernet Controller (Fiber)","1014 0119","Netfinity Gigabit Ethernet SX Adapter"
"3","8086","Intel Corporation","1000","82542 Gigabit Ethernet Controller (Fiber)","8086 1000","PRO/1000 Gigabit Server Adapter"
"2","8086","Intel Corporation","1001","82543GC Gigabit Ethernet Controller (Fiber)","N/A","N/A"
"3","8086","Intel Corporation","1001","82543GC Gigabit Ethernet Controller (Fiber)","0e11 004a","NC6136 Gigabit Server Adapter"
"3","8086","Intel Corporation","1001","82543GC Gigabit Ethernet Controller (Fiber)","1014 01ea","Netfinity Gigabit Ethernet SX Adapter"
"3","8086","Intel Corporation","1001","82543GC Gigabit Ethernet Controller (Fiber)","8086 1002","PRO/1000 F Server Adapter"
"3","8086","Intel Corporation","1001","82543GC Gigabit Ethernet Controller (Fiber)","8086 1003","PRO/1000 F Server Adapter"
"2","8086","Intel Corporation","1002","Pro 100 LAN+Modem 56 Cardbus II","N/A","N/A"
"3","8086","Intel Corporation","1002","Pro 100 LAN+Modem 56 Cardbus II","8086 200e","Pro 100 LAN+Modem 56 Cardbus II"
"3","8086","Intel Corporation","1002","Pro 100 LAN+Modem 56 Cardbus II","8086 2013","Pro 100 SR Mobile Combo Adapter"
"3","8086","Intel Corporation","1002","Pro 100 LAN+Modem 56 Cardbus II","8086 2017","Pro 100 S Combo Mobile Adapter"
"2","8086","Intel Corporation","1004","82543GC Gigabit Ethernet Controller (Copper)","N/A","N/A"
"3","8086","Intel Corporation","1004","82543GC Gigabit Ethernet Controller (Copper)","0e11 0049","NC7132 Gigabit Upgrade Module"
"3","8086","Intel Corporation","1004","82543GC Gigabit Ethernet Controller (Copper)","0e11 b1a4","NC7131 Gigabit Server Adapter"
"3","8086","Intel Corporation","1004","82543GC Gigabit Ethernet Controller (Copper)","1014 10f2","Gigabit Ethernet Server Adapter"
"3","8086","Intel Corporation","1004","82543GC Gigabit Ethernet Controller (Copper)","8086 1004","PRO/1000 T Server Adapter"
"3","8086","Intel Corporation","1004","82543GC Gigabit Ethernet Controller (Copper)","8086 2004","PRO/1000 T Server Adapter"
"2","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","N/A","N/A"
"3","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","1014 0269","iSeries 1000/100/10 Ethernet Adapter"
"3","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","1028 011b","PowerEdge 1650/2550"
"3","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","1028 011c","PRO/1000 XT Network Connection"
"3","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","8086 1107","PRO/1000 XT Server Adapter"
"3","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","8086 2107","PRO/1000 XT Server Adapter"
"3","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","8086 2110","PRO/1000 XT Desktop Adapter"
"3","8086","Intel Corporation","1008","82544EI Gigabit Ethernet Controller (Copper)","8086 3108","PRO/1000 XT Network Connection"
"2","8086","Intel Corporation","1009","82544EI Gigabit Ethernet Controller (Fiber)","N/A","N/A"
"3","8086","Intel Corporation","1009","82544EI Gigabit Ethernet Controller (Fiber)","1014 0268","iSeries Gigabit Ethernet Adapter"
"3","8086","Intel Corporation","1009","82544EI Gigabit Ethernet Controller (Fiber)","8086 1109","PRO/1000 XF Server Adapter"
"3","8086","Intel Corporation","1009","82544EI Gigabit Ethernet Controller (Fiber)","8086 2109","PRO/1000 XF Server Adapter"
"2","8086","Intel Corporation","100a","82540EM Gigabit Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","100c","82544GC Gigabit Ethernet Controller (Copper)","N/A","N/A"
"3","8086","Intel Corporation","100c","82544GC Gigabit Ethernet Controller (Copper)","8086 1112","PRO/1000 T Desktop Adapter"
"3","8086","Intel Corporation","100c","82544GC Gigabit Ethernet Controller (Copper)","8086 2112","PRO/1000 T Desktop Adapter"
"2","8086","Intel Corporation","100d","82544GC Gigabit Ethernet Controller (LOM)","N/A","N/A"
"3","8086","Intel Corporation","100d","82544GC Gigabit Ethernet Controller (LOM)","1028 0123","PRO/1000 XT Network Connection"
"3","8086","Intel Corporation","100d","82544GC Gigabit Ethernet Controller (LOM)","1079 891f","82544GC Based Network Connection"
"3","8086","Intel Corporation","100d","82544GC Gigabit Ethernet Controller (LOM)","4c53 1080","CT8 mainboard"
"3","8086","Intel Corporation","100d","82544GC Gigabit Ethernet Controller (LOM)","8086 110d","82544GC Based Network Connection"
"2","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","1014 0265","PRO/1000 MT Network Connection"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","1014 0267","PRO/1000 MT Network Connection"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","1014 026a","PRO/1000 MT Network Connection"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","1028 002e","Optiplex GX260"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","1028 0134","PowerEdge 600SC"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","1028 0151","Optiplex GX270"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","107b 8920","PRO/1000 MT Desktop Adapter"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","1af4 1100","QEMU Virtual Machine"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","8086 001e","PRO/1000 MT Desktop Adapter"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","8086 002e","PRO/1000 MT Desktop Adapter"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","8086 1376","PRO/1000 GT Desktop Adapter"
"3","8086","Intel Corporation","100e","82540EM Gigabit Ethernet Controller","8086 1476","PRO/1000 GT Desktop Adapter"
"2","8086","Intel Corporation","100f","82545EM Gigabit Ethernet Controller (Copper)","N/A","N/A"
"3","8086","Intel Corporation","100f","82545EM Gigabit Ethernet Controller (Copper)","1014 0269","iSeries 1000/100/10 Ethernet Adapter"
"3","8086","Intel Corporation","100f","82545EM Gigabit Ethernet Controller (Copper)","1014 028e","PRO/1000 MT Network Connection"
"3","8086","Intel Corporation","100f","82545EM Gigabit Ethernet Controller (Copper)","15ad 0750","PRO/1000 MT Single Port Adapter"
"3","8086","Intel Corporation","100f","82545EM Gigabit Ethernet Controller (Copper)","8086 1000","PRO/1000 MT Network Connection"
"3","8086","Intel Corporation","100f","82545EM Gigabit Ethernet Controller (Copper)","8086 1001","PRO/1000 MT Server Adapter"
"2","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","N/A","N/A"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","0e11 00db","NC7170 Gigabit Server Adapter"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","1014 027c","PRO/1000 MT Dual Port Network Adapter"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","15ad 0760","PRO/1000 MT Dual Port Adapter"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","18fb 7872","RESlink-X"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","1fc1 0026","Niagara 2260 Bypass Card"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","4c53 1080","CT8 mainboard"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","4c53 10a0","CA3/CR3 mainboard"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","8086 1011","PRO/1000 MT Dual Port Server Adapter"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","8086 1012","PRO/1000 MT Dual Port Server Adapter"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","8086 101a","PRO/1000 MT Dual Port Network Connection"
"3","8086","Intel Corporation","1010","82546EB Gigabit Ethernet Controller (Copper)","8086 3424","SE7501HG2 Mainboard"
"2","8086","Intel Corporation","1011","82545EM Gigabit Ethernet Controller (Fiber)","N/A","N/A"
"3","8086","Intel Corporation","1011","82545EM Gigabit Ethernet Controller (Fiber)","1014 0268","iSeries Gigabit Ethernet Adapter"
"3","8086","Intel Corporation","1011","82545EM Gigabit Ethernet Controller (Fiber)","8086 1002","PRO/1000 MF Server Adapter"
"3","8086","Intel Corporation","1011","82545EM Gigabit Ethernet Controller (Fiber)","8086 1003","PRO/1000 MF Server Adapter (LX)"
"2","8086","Intel Corporation","1012","82546EB Gigabit Ethernet Controller (Fiber)","N/A","N/A"
"3","8086","Intel Corporation","1012","82546EB Gigabit Ethernet Controller (Fiber)","0e11 00dc","NC6170 Gigabit Server Adapter"
"3","8086","Intel Corporation","1012","82546EB Gigabit Ethernet Controller (Fiber)","8086 1012","PRO/1000 MF Dual Port Server Adapter"
"2","8086","Intel Corporation","1013","82541EI Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1013","82541EI Gigabit Ethernet Controller","8086 0013","PRO/1000 MT Network Connection"
"3","8086","Intel Corporation","1013","82541EI Gigabit Ethernet Controller","8086 1013","PRO/1000 MT Network Connection"
"3","8086","Intel Corporation","1013","82541EI Gigabit Ethernet Controller","8086 1113","PRO/1000 MT Desktop Adapter"
"2","8086","Intel Corporation","1014","82541ER Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1014","82541ER Gigabit Ethernet Controller","8086 0014","PRO/1000 MT Desktop Connection"
"3","8086","Intel Corporation","1014","82541ER Gigabit Ethernet Controller","8086 1014","PRO/1000 MT Network Connection"
"2","8086","Intel Corporation","1015","82540EM Gigabit Ethernet Controller (LOM)","N/A","N/A"
"3","8086","Intel Corporation","1015","82540EM Gigabit Ethernet Controller (LOM)","8086 1015","PRO/1000 MT Mobile Connection"
"2","8086","Intel Corporation","1016","82540EP Gigabit Ethernet Controller (Mobile)","N/A","N/A"
"3","8086","Intel Corporation","1016","82540EP Gigabit Ethernet Controller (Mobile)","1014 052c","PRO/1000 MT Mobile Connection"
"3","8086","Intel Corporation","1016","82540EP Gigabit Ethernet Controller (Mobile)","1179 0001","PRO/1000 MT Mobile Connection"
"3","8086","Intel Corporation","1016","82540EP Gigabit Ethernet Controller (Mobile)","8086 1016","PRO/1000 MT Mobile Connection"
"2","8086","Intel Corporation","1017","82540EP Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1017","82540EP Gigabit Ethernet Controller","8086 1017","PR0/1000 MT Desktop Connection"
"2","8086","Intel Corporation","1018","82541EI Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1018","82541EI Gigabit Ethernet Controller","8086 1018","PRO/1000 MT Mobile Connection"
"2","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","1458 1019","GA-8IPE1000 Pro2 motherboard (865PE)"
"3","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","1458 e000","Intel Gigabit Ethernet (Kenai II)"
"3","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","8086 1019","PRO/1000 CT Desktop Connection"
"3","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","8086 301f","D865PERL mainboard"
"3","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","8086 3025","D875PBZ motherboard"
"3","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","8086 302c","D865GBF Mainboard"
"3","8086","Intel Corporation","1019","82547EI Gigabit Ethernet Controller","8086 3427","S875WP1-E mainboard"
"2","8086","Intel Corporation","101a","82547EI Gigabit Ethernet Controller (Mobile)","N/A","N/A"
"3","8086","Intel Corporation","101a","82547EI Gigabit Ethernet Controller (Mobile)","8086 101a","PRO/1000 CT Mobile Connection"
"2","8086","Intel Corporation","101d","82546EB Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","101d","82546EB Gigabit Ethernet Controller","8086 1000","PRO/1000 MT Quad Port Server Adapter"
"2","8086","Intel Corporation","101e","82540EP Gigabit Ethernet Controller (Mobile)","N/A","N/A"
"3","8086","Intel Corporation","101e","82540EP Gigabit Ethernet Controller (Mobile)","1014 0549","Thinkpad"
"3","8086","Intel Corporation","101e","82540EP Gigabit Ethernet Controller (Mobile)","1179 0001","PRO/1000 MT Mobile Connection"
"3","8086","Intel Corporation","101e","82540EP Gigabit Ethernet Controller (Mobile)","8086 101e","PRO/1000 MT Mobile Connection"
"2","8086","Intel Corporation","101f","Ethernet Controller V710 for 5GBASE-T","N/A","N/A"
"2","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","1028 0168","Precision Workstation 670 Mainboard"
"3","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","1028 0169","Precision 470"
"3","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","8086 1000","PRO/1000 MT Server Connection"
"3","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","8086 1001","PRO/1000 MT Server Adapter"
"3","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","8086 1002","PRO/1000 MT Server Adapter"
"3","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","8086 1003","PRO/1000 GT Server Adapter"
"3","8086","Intel Corporation","1026","82545GM Gigabit Ethernet Controller","8086 1026","PRO/1000 MT Server Connection"
"2","8086","Intel Corporation","1027","82545GM Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1027","82545GM Gigabit Ethernet Controller","103c 3103","NC310F PCI-X Gigabit Server Adapter"
"3","8086","Intel Corporation","1027","82545GM Gigabit Ethernet Controller","8086 1001","PRO/1000 MF Server Adapter(LX)"
"3","8086","Intel Corporation","1027","82545GM Gigabit Ethernet Controller","8086 1002","PRO/1000 MF Server Adapter(LX)"
"3","8086","Intel Corporation","1027","82545GM Gigabit Ethernet Controller","8086 1003","PRO/1000 MF Server Adapter(LX)"
"3","8086","Intel Corporation","1027","82545GM Gigabit Ethernet Controller","8086 1027","PRO/1000 MF Server Adapter"
"2","8086","Intel Corporation","1028","82545GM Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1028","82545GM Gigabit Ethernet Controller","8086 1028","PRO/1000 MB Server Connection"
"2","8086","Intel Corporation","1029","82559 Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1030","82559 InBusiness 10/100","N/A","N/A"
"2","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","1014 0209","ThinkPad A/T/X Series"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","104d 80e7","Vaio PCG-GR214EP/GR214MP/GR215MP/GR314MP/GR315MP"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","104d 813c","Vaio PCG-GRV616G"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","107b 5350","EtherExpress PRO/100 VE"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","1179 0001","EtherExpress PRO/100 VE"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","144d c000","EtherExpress PRO/100 VE"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","144d c001","EtherExpress PRO/100 VE"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","144d c003","EtherExpress PRO/100 VE"
"3","8086","Intel Corporation","1031","82801CAM (ICH3) PRO/100 VE (LOM) Ethernet Controller","144d c006","vpr Matrix 170B4"
"2","8086","Intel Corporation","1032","82801CAM (ICH3) PRO/100 VE Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1033","82801CAM (ICH3) PRO/100 VM (LOM) Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1034","82801CAM (ICH3) PRO/100 VM Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1035","82801CAM (ICH3)/82562EH (LOM) Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1036","82801CAM (ICH3) 82562EH Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1037","82801CAM (ICH3) Chipset Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1038","82801CAM (ICH3) PRO/100 VM (KM) Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1038","82801CAM (ICH3) PRO/100 VM (KM) Ethernet Controller","0e11 0098","Evo N600c"
"2","8086","Intel Corporation","1039","82801DB PRO/100 VE (LOM) Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1039","82801DB PRO/100 VE (LOM) Ethernet Controller","1014 0267","NetVista A30p"
"3","8086","Intel Corporation","1039","82801DB PRO/100 VE (LOM) Ethernet Controller","114a 0582","PC8 onboard ethernet ETH1"
"2","8086","Intel Corporation","103a","82801DB PRO/100 VE (CNR) Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","103b","82801DB PRO/100 VM (LOM) Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","103c","82801DB PRO/100 VM (CNR) Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","103d","82801DB PRO/100 VE (MOB) Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","103d","82801DB PRO/100 VE (MOB) Ethernet Controller","1014 0522","ThinkPad R40"
"3","8086","Intel Corporation","103d","82801DB PRO/100 VE (MOB) Ethernet Controller","1028 2002","Latitude D500"
"3","8086","Intel Corporation","103d","82801DB PRO/100 VE (MOB) Ethernet Controller","8086 103d","82562EZ 10/100 Ethernet Controller"
"2","8086","Intel Corporation","103e","82801DB PRO/100 VM (MOB) Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1040","536EP Data Fax Modem","N/A","N/A"
"3","8086","Intel Corporation","1040","536EP Data Fax Modem","16be 1040","V.9X DSP Data Fax Modem"
"2","8086","Intel Corporation","1043","PRO/Wireless LAN 2100 3B Mini PCI Adapter","N/A","N/A"
"3","8086","Intel Corporation","1043","PRO/Wireless LAN 2100 3B Mini PCI Adapter","103c 08b0","tc1100 tablet"
"3","8086","Intel Corporation","1043","PRO/Wireless LAN 2100 3B Mini PCI Adapter","8086 2522","Samsung X10/P30 integrated WLAN"
"3","8086","Intel Corporation","1043","PRO/Wireless LAN 2100 3B Mini PCI Adapter","8086 2527","MIM2000/Centrino"
"3","8086","Intel Corporation","1043","PRO/Wireless LAN 2100 3B Mini PCI Adapter","8086 2561","Dell Latitude D800"
"3","8086","Intel Corporation","1043","PRO/Wireless LAN 2100 3B Mini PCI Adapter","8086 2581","Toshiba Satellite M10"
"2","8086","Intel Corporation","1048","82597EX 10GbE Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1048","82597EX 10GbE Ethernet Controller","8086 a01f","PRO/10GbE LR Server Adapter"
"3","8086","Intel Corporation","1048","82597EX 10GbE Ethernet Controller","8086 a11f","PRO/10GbE LR Server Adapter"
"2","8086","Intel Corporation","1049","82566MM Gigabit Network Connection","N/A","N/A"
"3","8086","Intel Corporation","1049","82566MM Gigabit Network Connection","103c 30c1","Compaq 6910p"
"3","8086","Intel Corporation","1049","82566MM Gigabit Network Connection","17aa 20b9","ThinkPad T61/R61"
"2","8086","Intel Corporation","104a","82566DM Gigabit Network Connection","N/A","N/A"
"2","8086","Intel Corporation","104b","82566DC Gigabit Network Connection","N/A","N/A"
"2","8086","Intel Corporation","104c","82562V 10/100 Network Connection","N/A","N/A"
"2","8086","Intel Corporation","104d","82566MC Gigabit Network Connection","N/A","N/A"
"2","8086","Intel Corporation","104e","Ethernet Controller X710 for 10 Gigabit SFP+","N/A","N/A"
"2","8086","Intel Corporation","104f","Ethernet Controller X710 for 10 Gigabit backplane","N/A","N/A"
"2","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","1014 0287","ThinkCentre S50"
"3","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","1028 019d","Dimension 3000"
"3","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","1462 728c","865PE Neo2 (MS-6728)"
"3","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","1462 758c","MS-6758 (875P Neo)"
"3","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","8086 3020","D865PERL mainboard"
"3","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","8086 302f","Desktop Board D865GBF"
"3","8086","Intel Corporation","1050","82562EZ 10/100 Ethernet Controller","8086 3427","S875WP1-E mainboard"
"2","8086","Intel Corporation","1051","82801EB/ER (ICH5/ICH5R) integrated LAN Controller","N/A","N/A"
"2","8086","Intel Corporation","1052","PRO/100 VM Network Connection","N/A","N/A"
"2","8086","Intel Corporation","1053","PRO/100 VM Network Connection","N/A","N/A"
"2","8086","Intel Corporation","1054","PRO/100 VE Network Connection","N/A","N/A"
"2","8086","Intel Corporation","1055","PRO/100 VM Network Connection","N/A","N/A"
"2","8086","Intel Corporation","1056","PRO/100 VE Network Connection","N/A","N/A"
"2","8086","Intel Corporation","1057","PRO/100 VE Network Connection","N/A","N/A"
"2","8086","Intel Corporation","1059","82551QM Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","105b","82546GB Gigabit Ethernet Controller (Copper)","N/A","N/A"
"2","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","N/A","N/A"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","103c 7044","NC360T PCI Express Dual Port Gigabit Server Adapter"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","103c 704e","Dual Port 1000Base-T (PCIe) [AD337A]"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","1775 1100","CR11/VR11 Single Board Computer"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","1775 6003","Telum GE-QT"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","18df 1214","2x 1GbE, PCIe x1, dual Intel 82571EB chips"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","8086 005e","PRO/1000 PT Dual Port Server Connection"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","8086 105e","PRO/1000 PT Dual Port Network Connection"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","8086 10d5","82571PT Gigabit PT Quad Port Server ExpressModule"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","8086 115e","PRO/1000 PT Dual Port Server Adapter"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","8086 125e","PRO/1000 PT Dual Port Server Adapter"
"3","8086","Intel Corporation","105e","82571EB/82571GB Gigabit Ethernet Controller D0/D1 (copper applications)","8086 135e","PRO/1000 PT Dual Port Server Adapter"
"2","8086","Intel Corporation","105f","82571EB Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","105f","82571EB Gigabit Ethernet Controller","103c 704f","Dual Port 1000Base-SX (PCIe) [AD338A]"
"3","8086","Intel Corporation","105f","82571EB Gigabit Ethernet Controller","8086 005a","PRO/1000 PF Dual Port Server Adapter"
"3","8086","Intel Corporation","105f","82571EB Gigabit Ethernet Controller","8086 115f","PRO/1000 PF Dual Port Server Adapter"
"3","8086","Intel Corporation","105f","82571EB Gigabit Ethernet Controller","8086 125f","PRO/1000 PF Dual Port Server Adapter"
"3","8086","Intel Corporation","105f","82571EB Gigabit Ethernet Controller","8086 135f","PRO/1000 PF Dual Port Server Adapter"
"2","8086","Intel Corporation","1060","82571EB Gigabit Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1060","82571EB Gigabit Ethernet Controller","8086 0060","PRO/1000 PB Dual Port Server Connection"
"3","8086","Intel Corporation","1060","82571EB Gigabit Ethernet Controller","8086 1060","PRO/1000 PB Dual Port Server Connection"
"2","8086","Intel Corporation","1064","82562ET/EZ/GT/GZ - PRO/100 VE (LOM) Ethernet Controller","N/A","N/A"
"3","8086","Intel Corporation","1064","82562ET/EZ/GT/GZ - PRO/100 VE (LOM) Ethernet Controller","1043 80f8","P5GD1-VW Mainboard"
"2","8086","Intel Corporation","1065","82562ET/EZ/GT/GZ - PRO/100 VE Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1066","82562 EM/EX/GX - PRO/100 VM (LOM) Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1067","82562 EM/EX/GX - PRO/100 VM Ethernet Controller","N/A","N/A"
"2","8086","Intel Corporation","1068","82562ET/EZ/GT/GZ - PRO/100 VE (LOM) Ethernet Controller Mobile","N/A","N/A"
